# timestamp tx ty tz qx qy qz qw
1403636653.71356 6.681237 -8.144841 0.496391 0.552557 -0.592345 0.401673 0.427162
1403636653.76356 6.659505 -8.147840 0.502150 0.551946 -0.590896 0.403670 0.428074
1403636653.81356 6.637962 -8.149637 0.506207 0.552196 -0.589397 0.404579 0.428960
1403636653.86356 6.616148 -8.149441 0.508060 0.552089 -0.588231 0.405226 0.430086
1403636653.91356 6.596242 -8.149151 0.508209 0.552208 -0.587861 0.405445 0.430233
1403636653.96356 6.576747 -8.147691 0.506255 0.552274 -0.589044 0.405735 0.428252
1403636654.01356 6.558370 -8.143948 0.501002 0.552076 -0.590853 0.405999 0.425758
1403636654.06356 6.539748 -8.140958 0.495935 0.551643 -0.592236 0.406717 0.423707
1403636654.11356 6.521148 -8.137139 0.489911 0.550322 -0.593464 0.407071 0.423367
1403636654.16356 6.504360 -8.131735 0.484010 0.547627 -0.595005 0.407301 0.424476
1403636654.21356 6.485620 -8.126217 0.480523 0.544622 -0.596981 0.406190 0.426627
1403636654.26356 6.466619 -8.119291 0.478072 0.542226 -0.599628 0.402601 0.429360
1403636654.31356 6.447372 -8.111117 0.477529 0.538962 -0.603270 0.398505 0.432180
1403636654.36356 6.427820 -8.102177 0.478159 0.535309 -0.608061 0.393694 0.434409
1403636654.41356 6.408063 -8.093185 0.480971 0.531047 -0.613440 0.387970 0.437218
1403636654.46356 6.388195 -8.083596 0.485035 0.525907 -0.619172 0.382633 0.440045
1403636654.51356 6.368451 -8.073437 0.491414 0.520191 -0.624662 0.376645 0.444226
1403636654.56356 6.349338 -8.062673 0.499021 0.513957 -0.630534 0.370549 0.448295
1403636654.61356 6.331850 -8.050654 0.504680 0.508354 -0.637015 0.365285 0.449839
1403636654.66356 6.314048 -8.039488 0.511303 0.502650 -0.643773 0.361638 0.449576
1403636654.71356 6.296505 -8.028222 0.516572 0.498372 -0.648640 0.357556 0.450605
1403636654.76356 6.279834 -8.015996 0.519095 0.494909 -0.652762 0.353883 0.451368
1403636654.81356 6.262846 -8.004980 0.521309 0.491811 -0.655828 0.350399 0.453026
1403636654.86356 6.246346 -7.994083 0.521824 0.489387 -0.658316 0.347346 0.454391
1403636654.91356 6.230362 -7.983208 0.521192 0.486832 -0.659846 0.345391 0.456403
1403636654.96356 6.214402 -7.972144 0.519581 0.483955 -0.659135 0.345027 0.460745
1403636655.01356 6.198682 -7.961399 0.516936 0.480354 -0.657875 0.346584 0.465124
1403636655.06356 6.182832 -7.950544 0.513149 0.477264 -0.656666 0.348425 0.468625
1403636655.11356 6.168680 -7.939153 0.509218 0.474819 -0.655869 0.349813 0.471183
1403636655.16356 6.154006 -7.927259 0.504258 0.472931 -0.654726 0.350943 0.473824
1403636655.21356 6.139506 -7.914789 0.499050 0.471066 -0.654137 0.352954 0.475000
1403636655.26356 6.125335 -7.900988 0.493179 0.468243 -0.654638 0.354103 0.476244
1403636655.31356 6.111392 -7.885587 0.486683 0.465307 -0.655620 0.353954 0.477880
1403636655.36356 6.098026 -7.868869 0.479928 0.461247 -0.657583 0.353800 0.479230
1403636655.41356 6.085076 -7.850818 0.473987 0.457317 -0.659642 0.353441 0.480430
1403636655.46356 6.071989 -7.831796 0.470029 0.453753 -0.661518 0.351560 0.482604
1403636655.51356 6.058848 -7.811454 0.468098 0.449727 -0.664701 0.348573 0.484165
1403636655.56356 6.046155 -7.788338 0.466907 0.446370 -0.670101 0.343886 0.483177
1403636655.61356 6.033367 -7.763854 0.465434 0.442928 -0.677235 0.337586 0.480835
1403636655.66356 6.020511 -7.738677 0.462696 0.438813 -0.684457 0.332389 0.477995
1403636655.71356 6.008033 -7.714116 0.457836 0.435342 -0.690805 0.327731 0.475246
1403636655.76356 5.994799 -7.688992 0.449385 0.431691 -0.696107 0.322643 0.474321
1403636655.81356 5.980927 -7.663925 0.437551 0.426479 -0.701216 0.318403 0.474375
1403636655.86356 5.966256 -7.640240 0.421788 0.420179 -0.706708 0.313931 0.474827
1403636655.91356 5.950794 -7.614818 0.405170 0.412654 -0.712168 0.309367 0.476262
1403636655.96356 5.934497 -7.590363 0.388595 0.404641 -0.716998 0.304789 0.478836
1403636656.01356 5.917666 -7.565645 0.373465 0.397434 -0.720799 0.301422 0.481290
1403636656.06356 5.900170 -7.540579 0.361006 0.391268 -0.723838 0.297410 0.484268
1403636656.11356 5.882385 -7.515067 0.350258 0.387277 -0.726396 0.292560 0.486593
1403636656.16356 5.863698 -7.490055 0.342725 0.383941 -0.728492 0.288439 0.488560
1403636656.21356 5.844928 -7.464927 0.337827 0.382636 -0.730302 0.283028 0.490045
1403636656.26356 5.825618 -7.440821 0.336698 0.380855 -0.731915 0.280119 0.490697
1403636656.31356 5.806532 -7.418214 0.337915 0.379885 -0.733468 0.277373 0.490689
1403636656.36356 5.786326 -7.396181 0.341633 0.378659 -0.734737 0.276209 0.490395
1403636656.41356 5.765226 -7.375161 0.347502 0.378664 -0.735354 0.274833 0.490240
1403636656.46356 5.744783 -7.360141 0.357076 0.378333 -0.735763 0.274584 0.490021
1403636656.51356 5.722287 -7.340082 0.365964 0.379218 -0.735643 0.273629 0.490051
1403636656.56356 5.699043 -7.321116 0.375031 0.380041 -0.734500 0.273346 0.491284
1403636656.61356 5.675507 -7.302843 0.383590 0.380640 -0.732891 0.273908 0.492908
1403636656.66356 5.651844 -7.284818 0.391492 0.380211 -0.730142 0.276177 0.496043
1403636656.71356 5.627436 -7.266874 0.398098 0.378694 -0.725672 0.280459 0.501332
1403636656.76356 5.602898 -7.248941 0.402547 0.377428 -0.721352 0.284272 0.506348
1403636656.81356 5.578385 -7.230844 0.404545 0.377615 -0.717588 0.285923 0.510609
1403636656.86356 5.554422 -7.212602 0.404580 0.378560 -0.714731 0.286421 0.513630
1403636656.91356 5.532925 -7.193503 0.404690 0.378943 -0.712314 0.287759 0.515951
1403636656.96356 5.510897 -7.174441 0.401410 0.379123 -0.710817 0.289530 0.516891
1403636657.01356 5.489711 -7.154522 0.396221 0.378710 -0.709874 0.291913 0.517150
1403636657.06356 5.468707 -7.132237 0.388710 0.378123 -0.709280 0.294303 0.517040
1403636657.11356 5.448701 -7.110204 0.380744 0.377497 -0.709164 0.296701 0.516285
1403636657.16356 5.429564 -7.087105 0.372788 0.376592 -0.709319 0.299167 0.515310
1403636657.21356 5.410828 -7.062791 0.366151 0.376073 -0.710081 0.301101 0.513509
1403636657.26356 5.391913 -7.037473 0.360987 0.376406 -0.711889 0.301246 0.510669
1403636657.31356 5.373359 -7.010933 0.356989 0.377021 -0.713470 0.300574 0.508401
1403636657.36356 5.355080 -6.983705 0.354112 0.377228 -0.715723 0.300156 0.505317
1403636657.41356 5.336954 -6.955580 0.351106 0.377334 -0.719081 0.299643 0.500755
1403636657.46356 5.318540 -6.927073 0.347113 0.378030 -0.722451 0.298432 0.496081
1403636657.51356 5.298471 -6.895843 0.342599 0.378424 -0.725306 0.297753 0.492006
1403636657.56356 5.278762 -6.865783 0.337062 0.379199 -0.727128 0.296201 0.489650
1403636657.61356 5.258731 -6.835814 0.330266 0.379600 -0.727891 0.295360 0.488714
1403636657.71356 5.216351 -6.773864 0.312915 0.379015 -0.727949 0.295500 0.488996
1403636657.76356 5.194584 -6.743642 0.303740 0.377222 -0.728615 0.295451 0.489421
1403636657.81356 5.172055 -6.713135 0.293262 0.375125 -0.730046 0.295400 0.488931
1403636657.86356 5.148977 -6.682247 0.281715 0.372275 -0.732509 0.296606 0.486690
1403636657.91356 5.125063 -6.650635 0.270528 0.369861 -0.735540 0.297409 0.483458
1403636657.96356 5.100102 -6.618023 0.260681 0.368279 -0.737857 0.297344 0.481169
1403636658.01356 5.073061 -6.585211 0.253504 0.368002 -0.738745 0.295847 0.480941
1403636658.06356 5.043915 -6.549546 0.248142 0.369097 -0.739196 0.292558 0.481421
1403636658.11356 5.014878 -6.515181 0.245760 0.371290 -0.737714 0.288080 0.484698
1403636658.16356 4.984483 -6.481531 0.245090 0.373371 -0.736974 0.283571 0.486879
1403636658.21356 4.953606 -6.447328 0.245159 0.374760 -0.736084 0.280006 0.489215
1403636658.26356 4.922485 -6.414127 0.244506 0.377118 -0.734847 0.275485 0.491823
1403636658.31356 4.888221 -6.381194 0.242565 0.378357 -0.734488 0.272737 0.492937
1403636658.36356 4.855845 -6.350230 0.239788 0.379198 -0.734414 0.270337 0.493724
1403636658.41356 4.823287 -6.320168 0.236047 0.380099 -0.734490 0.268250 0.494056
1403636658.46356 4.790576 -6.290856 0.231709 0.381448 -0.734244 0.265396 0.494922
1403636658.51356 4.756314 -6.264561 0.226887 0.383151 -0.733644 0.262551 0.496013
1403636658.56356 4.723517 -6.237057 0.221603 0.385249 -0.732417 0.258916 0.498107
1403636658.61356 4.690413 -6.211785 0.215345 0.386871 -0.731375 0.256294 0.499734
1403636658.66356 4.657920 -6.186396 0.208757 0.387663 -0.730760 0.254841 0.500763
1403636658.71356 4.626275 -6.162194 0.201395 0.388127 -0.729704 0.253877 0.502430
1403636658.76356 4.594740 -6.138856 0.193275 0.388827 -0.727965 0.252688 0.505004
1403636658.81356 4.562776 -6.114856 0.184751 0.389764 -0.725256 0.251131 0.508941
1403636658.86356 4.533241 -6.094278 0.175520 0.389631 -0.723038 0.251055 0.512226
1403636658.91356 4.503353 -6.074205 0.165231 0.387509 -0.721783 0.253871 0.514214
1403636658.96356 4.475921 -6.055847 0.154026 0.384454 -0.721280 0.258171 0.515070
1403636659.01356 4.449549 -6.038071 0.141788 0.381746 -0.721025 0.262062 0.515478
1403636659.06356 4.424124 -6.020476 0.128637 0.379076 -0.719519 0.265811 0.517627
1403636659.11356 4.399635 -6.002942 0.114364 0.377589 -0.718736 0.268027 0.518658
1403636659.16356 4.376268 -5.985331 0.098827 0.376113 -0.717968 0.270008 0.519766
1403636659.21356 4.354054 -5.967675 0.082903 0.375381 -0.717307 0.271333 0.520518
1403636659.26356 4.332294 -5.948428 0.067622 0.375041 -0.717461 0.271953 0.520226
1403636659.31356 4.312387 -5.930584 0.052892 0.375838 -0.718604 0.271066 0.518534
1403636659.36356 4.293414 -5.912738 0.039307 0.376730 -0.720378 0.269813 0.516073
1403636659.41356 4.274274 -5.893781 0.026455 0.378649 -0.722417 0.267462 0.513034
1403636659.46356 4.256351 -5.875683 0.015397 0.380537 -0.724720 0.265074 0.509615
1403636659.51356 4.238206 -5.858470 0.006883 0.381560 -0.725067 0.263298 0.509278
1403636659.56356 4.221566 -5.840153 -0.000448 0.380780 -0.725980 0.264158 0.508114
1403636659.61356 4.205886 -5.822710 -0.008054 0.380721 -0.724897 0.263679 0.509951
1403636659.66356 4.190834 -5.805645 -0.016583 0.379890 -0.724053 0.263874 0.511665
1403636659.71356 4.176415 -5.788843 -0.026553 0.379153 -0.723188 0.263938 0.513399
1403636659.76356 4.163203 -5.772363 -0.038078 0.378057 -0.722509 0.264206 0.515022
1403636659.81356 4.151008 -5.756183 -0.050829 0.377627 -0.722339 0.263663 0.515855
1403636659.86356 4.139706 -5.739703 -0.064703 0.376494 -0.722801 0.263875 0.515926
1403636659.91356 4.129477 -5.723881 -0.080016 0.376445 -0.723926 0.262957 0.514854
1403636659.96356 4.120464 -5.707951 -0.096566 0.377202 -0.726173 0.260173 0.512545
1403636660.01356 4.111925 -5.692475 -0.114159 0.377841 -0.728592 0.258248 0.509605
1403636660.06356 4.104010 -5.676755 -0.132661 0.378293 -0.731377 0.256046 0.506382
1403636660.11356 4.095572 -5.663232 -0.151420 0.379099 -0.733442 0.253761 0.503938
1403636660.16356 4.088209 -5.648995 -0.171176 0.379752 -0.735192 0.251990 0.501779
1403636660.21356 4.081111 -5.636572 -0.191318 0.379729 -0.735831 0.251708 0.501001
1403636660.26356 4.074265 -5.625307 -0.211586 0.380408 -0.737634 0.249835 0.498766
1403636660.31356 4.067593 -5.615459 -0.230702 0.381510 -0.739489 0.247725 0.496225
1403636660.36356 4.060856 -5.606824 -0.248634 0.383553 -0.742941 0.244181 0.491224
1403636660.41356 4.053670 -5.600586 -0.264132 0.384930 -0.746315 0.241476 0.486345
1403636660.46356 4.046184 -5.595908 -0.276770 0.385656 -0.748027 0.240130 0.483800
1403636660.51356 4.038644 -5.593491 -0.288112 0.386201 -0.747878 0.239596 0.483861
1403636660.56356 4.030421 -5.593991 -0.298997 0.385553 -0.745660 0.240701 0.487240
1403636660.61356 4.022030 -5.596068 -0.310405 0.384320 -0.741746 0.243079 0.492974
1403636660.66356 4.013732 -5.600174 -0.322801 0.383204 -0.736796 0.245321 0.500103
1403636660.71356 4.006116 -5.606092 -0.336440 0.382378 -0.731826 0.246956 0.507179
1403636660.76356 3.998799 -5.612645 -0.351621 0.382446 -0.726751 0.247265 0.514225
1403636660.81356 3.992393 -5.619366 -0.368537 0.383438 -0.722520 0.246175 0.519940
1403636660.86356 3.986773 -5.627161 -0.386851 0.384985 -0.718891 0.244409 0.524640
1403636660.91356 3.982546 -5.635708 -0.406597 0.385463 -0.716574 0.243797 0.527733
1403636660.96356 3.979916 -5.644681 -0.427258 0.384450 -0.716170 0.245541 0.528213
1403636661.01356 3.978877 -5.654423 -0.449358 0.382462 -0.716560 0.248795 0.527603
1403636661.06356 3.979104 -5.664100 -0.472432 0.380194 -0.717021 0.252101 0.527047
1403636661.11356 3.981060 -5.674359 -0.496143 0.378103 -0.717452 0.255253 0.526447
1403636661.16356 3.984499 -5.684307 -0.520539 0.376184 -0.718189 0.257809 0.525570
1403636661.21356 3.988728 -5.694687 -0.543480 0.374325 -0.717943 0.260464 0.525926
1403636661.26356 3.994115 -5.704429 -0.565284 0.373447 -0.718953 0.261613 0.524597
1403636661.31356 4.001686 -5.713233 -0.584459 0.372464 -0.718859 0.262995 0.524733
1403636661.36356 4.009091 -5.721809 -0.602131 0.372093 -0.718920 0.263594 0.524614
1403636661.41356 4.017108 -5.730275 -0.617985 0.372224 -0.718703 0.263631 0.524799
1403636661.46356 4.026031 -5.738585 -0.631798 0.371863 -0.719048 0.264216 0.524288
1403636661.51356 4.035816 -5.746589 -0.643570 0.372099 -0.719857 0.264227 0.523004
1403636661.56356 4.047730 -5.753574 -0.653427 0.371573 -0.720870 0.265407 0.521382
1403636661.61356 4.059675 -5.760343 -0.661960 0.371232 -0.722365 0.266224 0.519134
1403636661.66356 4.072114 -5.766848 -0.668205 0.370550 -0.722318 0.267775 0.518889
1403636661.71356 4.084715 -5.773403 -0.672815 0.370310 -0.721637 0.268572 0.519595
1403636661.76356 4.098539 -5.779245 -0.675536 0.367316 -0.722207 0.272819 0.518716
1403636661.81356 4.112474 -5.784792 -0.676422 0.364751 -0.722930 0.277260 0.517162
1403636661.86356 4.126399 -5.789294 -0.675413 0.363141 -0.722871 0.280420 0.516673
1403636661.91356 4.139876 -5.792887 -0.672760 0.362219 -0.722723 0.281886 0.516730
1403636661.96356 4.153522 -5.795517 -0.668371 0.362098 -0.722542 0.283175 0.516363
1403636662.01356 4.167114 -5.797274 -0.661944 0.362231 -0.722131 0.283195 0.516833
1403636662.06356 4.180643 -5.797654 -0.654334 0.362556 -0.721477 0.282925 0.517665
1403636662.11356 4.194209 -5.797064 -0.646403 0.363119 -0.721014 0.282551 0.518121
1403636662.16356 4.208253 -5.796073 -0.638667 0.365177 -0.720884 0.279496 0.518512
1403636662.21356 4.222552 -5.793356 -0.633111 0.367988 -0.720534 0.275238 0.519288
1403636662.31356 4.252600 -5.786396 -0.626409 0.373041 -0.719915 0.266765 0.520960
1403636662.36356 4.268731 -5.782559 -0.625665 0.375037 -0.720329 0.263204 0.520765
1403636662.41356 4.285368 -5.778958 -0.626491 0.376293 -0.721855 0.260387 0.519161
1403636662.46356 4.302767 -5.775638 -0.629098 0.377739 -0.724513 0.257505 0.515834
1403636662.51356 4.320921 -5.772413 -0.632851 0.378838 -0.727290 0.255271 0.512219
1403636662.56356 4.339500 -5.769912 -0.637321 0.378354 -0.730014 0.255078 0.508786
1403636662.61356 4.358546 -5.767899 -0.642633 0.375671 -0.733024 0.258306 0.504801
1403636662.66356 4.377498 -5.766416 -0.648768 0.370409 -0.736070 0.264490 0.501042
1403636662.71356 4.395668 -5.765354 -0.655365 0.365472 -0.737805 0.270875 0.498699
1403636662.76356 4.412713 -5.764453 -0.662965 0.361422 -0.738558 0.276050 0.497697
1403636662.81356 4.429158 -5.763243 -0.671603 0.358069 -0.739288 0.279574 0.497070
1403636662.86356 4.444752 -5.761646 -0.681797 0.357308 -0.740644 0.280338 0.495164
1403636662.91356 4.459126 -5.759453 -0.693051 0.358788 -0.742188 0.277478 0.493390
1403636662.96356 4.471997 -5.757453 -0.705099 0.359500 -0.744152 0.275947 0.490766
1403636663.01356 4.483804 -5.755545 -0.716488 0.358694 -0.746922 0.276519 0.486809
1403636663.06356 4.493850 -5.753566 -0.726446 0.356885 -0.749696 0.278326 0.482829
1403636663.11356 4.502176 -5.751164 -0.735080 0.355165 -0.751787 0.280407 0.479631
1403636663.16356 4.508413 -5.748931 -0.741713 0.354986 -0.753617 0.280241 0.476981
1403636663.21356 4.512148 -5.746515 -0.747113 0.357020 -0.753180 0.276410 0.478386
1403636663.26356 4.513779 -5.744097 -0.752839 0.363205 -0.750495 0.267796 0.482831
1403636663.31356 4.514263 -5.742306 -0.760022 0.368812 -0.748720 0.259725 0.485736
1403636663.36356 4.513780 -5.741350 -0.768884 0.374010 -0.747464 0.252026 0.487747
1403636663.41356 4.512855 -5.741758 -0.779541 0.378941 -0.747180 0.245023 0.487944
1403636663.46356 4.511412 -5.743751 -0.791500 0.382451 -0.747581 0.240169 0.487004
1403636663.51356 4.509390 -5.747476 -0.804656 0.385370 -0.748283 0.235364 0.485969
1403636663.56356 4.507275 -5.753126 -0.818735 0.387326 -0.748715 0.232484 0.485135
1403636663.61356 4.504789 -5.761046 -0.833717 0.388215 -0.749282 0.231442 0.484046
1403636663.66356 4.501675 -5.771965 -0.848698 0.389209 -0.749578 0.230129 0.483415
1403636663.71356 4.497830 -5.784873 -0.863423 0.391770 -0.748067 0.226990 0.485168
1403636663.76356 4.493831 -5.800215 -0.877004 0.394436 -0.745678 0.224204 0.487972
1403636663.81356 4.489992 -5.818378 -0.888553 0.397497 -0.741528 0.221159 0.493175
1403636663.86356 4.486461 -5.839904 -0.898067 0.400377 -0.737059 0.218915 0.498516
1403636663.91356 4.483965 -5.864199 -0.905954 0.401566 -0.733488 0.218835 0.502844
1403636663.96356 4.482606 -5.890919 -0.911727 0.403163 -0.728099 0.218732 0.509399
1403636664.01356 4.482704 -5.920362 -0.915107 0.404079 -0.722906 0.219245 0.515809
1403636664.06356 4.485364 -5.951619 -0.917548 0.403735 -0.720132 0.221701 0.518900
1403636664.11356 4.489916 -5.985205 -0.918202 0.402121 -0.718545 0.226542 0.520259
1403636664.16356 4.496384 -6.020232 -0.917561 0.399389 -0.717460 0.232601 0.521187
1403636664.21356 4.504485 -6.056468 -0.916182 0.396447 -0.716282 0.239666 0.521853
1403636664.26356 4.513627 -6.093873 -0.915624 0.393959 -0.714758 0.246122 0.522820
1403636664.31356 4.524591 -6.131633 -0.918099 0.391907 -0.713803 0.251730 0.522997
1403636664.36356 4.536669 -6.169457 -0.925155 0.391141 -0.712985 0.255719 0.522752
1403636664.41356 4.549605 -6.207747 -0.936114 0.390636 -0.712003 0.259461 0.522623
1403636664.46356 4.563768 -6.245738 -0.949722 0.390903 -0.711455 0.262246 0.521779
1403636664.51356 4.579027 -6.283667 -0.964036 0.390846 -0.710215 0.265551 0.521840
1403636664.56356 4.594861 -6.321488 -0.979787 0.390839 -0.709622 0.269142 0.520812
1403636664.61356 4.612711 -6.358417 -0.993745 0.388708 -0.710087 0.275829 0.518268
1403636664.66356 4.631667 -6.394049 -1.006329 0.388474 -0.709682 0.279573 0.516990
1403636664.71356 4.650860 -6.429532 -1.017168 0.388133 -0.710583 0.283338 0.513949
1403636664.76356 4.670527 -6.463677 -1.026458 0.391511 -0.710355 0.281336 0.512801
1403636664.81356 4.691188 -6.496825 -1.033685 0.395049 -0.709572 0.279045 0.512423
1403636664.86356 4.712022 -6.530270 -1.038572 0.397082 -0.708971 0.279294 0.511548
1403636664.91356 4.733665 -6.563294 -1.042646 0.397610 -0.708829 0.281041 0.510376
1403636664.96356 4.755804 -6.596209 -1.045563 0.399577 -0.709962 0.280472 0.507571
1403636665.01356 4.778944 -6.628788 -1.046494 0.400654 -0.711993 0.281058 0.503537
1403636665.06356 4.802516 -6.660085 -1.045642 0.402790 -0.714328 0.279516 0.499366
1403636665.11356 4.826559 -6.691071 -1.043359 0.404290 -0.716264 0.279185 0.495552
1403636665.16356 4.850372 -6.722995 -1.038865 0.405491 -0.717725 0.278327 0.492932
1403636665.21356 4.874366 -6.754981 -1.033909 0.404140 -0.719101 0.281703 0.490110
1403636665.26356 4.898024 -6.787104 -1.027313 0.400203 -0.719170 0.287884 0.489647
1403636665.31356 4.921200 -6.819568 -1.019661 0.397442 -0.717823 0.292373 0.491211
1403636665.36356 4.943116 -6.852435 -1.013064 0.396425 -0.717038 0.294371 0.491986
1403636665.41356 4.964266 -6.884923 -1.006055 0.397215 -0.715892 0.293180 0.493725
1403636665.46356 4.985205 -6.916718 -0.999713 0.399880 -0.715030 0.288903 0.495342
1403636665.51356 5.006262 -6.947356 -0.993553 0.403161 -0.714260 0.283230 0.497066
1403636665.56356 5.027759 -6.977962 -0.986399 0.405877 -0.712775 0.278216 0.499811
1403636665.61356 5.050188 -7.008417 -0.979006 0.408462 -0.712698 0.273736 0.500288
1403636665.66356 5.072700 -7.039831 -0.971304 0.409256 -0.712475 0.271176 0.501352
1403636665.71356 5.096025 -7.071720 -0.963305 0.409008 -0.711585 0.270055 0.503418
1403636665.76356 5.119800 -7.104402 -0.954353 0.408084 -0.710013 0.269920 0.506450
1403636665.81356 5.144763 -7.137137 -0.945076 0.405932 -0.709392 0.271262 0.508331
1403636665.86356 5.170257 -7.170676 -0.935865 0.400327 -0.710020 0.278200 0.508148
1403636665.91356 5.196001 -7.204324 -0.926374 0.394598 -0.711864 0.285077 0.506234
1403636665.96356 5.224130 -7.235556 -0.916028 0.389540 -0.713920 0.290970 0.503897
1403636666.01356 5.250241 -7.267318 -0.908873 0.386109 -0.716117 0.294635 0.501285
1403636666.06356 5.275600 -7.298396 -0.903030 0.384339 -0.717210 0.296543 0.499956
1403636666.11356 5.300642 -7.328329 -0.898606 0.384692 -0.716611 0.295483 0.501169
1403636666.16356 5.325401 -7.357306 -0.895396 0.386400 -0.715026 0.292393 0.503924
1403636666.21356 5.351273 -7.384855 -0.892929 0.387129 -0.713564 0.291400 0.506007
1403636666.26356 5.375942 -7.412147 -0.892589 0.387222 -0.713145 0.291463 0.506490
1403636666.31356 5.400452 -7.438792 -0.894035 0.385973 -0.712781 0.293138 0.506990
1403636666.36356 5.425793 -7.463772 -0.896469 0.384579 -0.712590 0.296081 0.506607
1403636666.41356 5.450362 -7.487841 -0.898945 0.383335 -0.713817 0.298495 0.504402
1403636666.46356 5.475057 -7.510280 -0.900923 0.382990 -0.715133 0.299991 0.501906
1403636666.51356 5.499155 -7.531456 -0.901141 0.383833 -0.715908 0.300336 0.499947
1403636666.56356 5.524022 -7.550366 -0.898916 0.386297 -0.716514 0.297837 0.498675
1403636666.61356 5.547584 -7.568565 -0.894586 0.389672 -0.717139 0.294630 0.497052
1403636666.66356 5.570894 -7.586150 -0.888695 0.393740 -0.717012 0.290299 0.496577
1403636666.71356 5.594441 -7.603013 -0.881919 0.397687 -0.718050 0.286131 0.494346
1403636666.76356 5.617189 -7.620554 -0.874598 0.401052 -0.719336 0.282799 0.491668
1403636666.81356 5.639051 -7.638870 -0.867952 0.402728 -0.721163 0.281712 0.488234
1403636666.86356 5.661671 -7.656721 -0.861854 0.403213 -0.724539 0.281902 0.482694
1403636666.91356 5.683881 -7.674996 -0.857477 0.400596 -0.730058 0.286304 0.473886
1403636666.96356 5.705118 -7.693148 -0.854623 0.397594 -0.734942 0.290843 0.466036
1403636667.01356 5.724421 -7.712044 -0.852517 0.395686 -0.736380 0.293837 0.463505
1403636667.06356 5.741631 -7.731235 -0.851240 0.394825 -0.735676 0.295645 0.464208
1403636667.11356 5.757250 -7.750834 -0.850249 0.395587 -0.730447 0.295238 0.472010
1403636667.16356 5.768900 -7.773061 -0.852139 0.397383 -0.723300 0.293463 0.482497
1403636667.21356 5.782082 -7.793345 -0.853135 0.398763 -0.717321 0.292131 0.491018
1403636667.26356 5.794593 -7.814265 -0.855449 0.401138 -0.711734 0.289371 0.498786
1403636667.31356 5.807522 -7.834797 -0.859414 0.403052 -0.708175 0.287399 0.503427
1403636667.36356 5.820974 -7.854985 -0.864915 0.403649 -0.706201 0.287156 0.505855
1403636667.41356 5.834938 -7.874653 -0.871641 0.404624 -0.705913 0.286099 0.506076
1403636667.46356 5.849839 -7.893578 -0.879064 0.406379 -0.707239 0.284381 0.503783
1403636667.51356 5.865269 -7.912481 -0.887066 0.407669 -0.709359 0.283104 0.500467
1403636667.56356 5.881021 -7.931782 -0.895271 0.407962 -0.713334 0.283076 0.494560
1403636667.61356 5.896990 -7.951186 -0.902017 0.407059 -0.717510 0.284174 0.488598
1403636667.66356 5.912817 -7.970607 -0.905950 0.406186 -0.720621 0.285829 0.483757
1403636667.71356 5.928190 -7.990091 -0.907755 0.404739 -0.722446 0.287951 0.480982
1403636667.76356 5.943900 -8.008770 -0.905928 0.403624 -0.722895 0.289419 0.480362
1403636667.81356 5.957976 -8.028833 -0.904156 0.402524 -0.722692 0.290569 0.480895
1403636667.86356 5.971795 -8.048547 -0.901821 0.401570 -0.722924 0.291333 0.480882
1403636667.91356 5.985018 -8.067864 -0.899594 0.400474 -0.723238 0.292103 0.480857
1403636667.96356 5.997156 -8.087517 -0.898073 0.400627 -0.723889 0.291243 0.480271
1403636668.01356 6.008468 -8.107654 -0.897692 0.400155 -0.723738 0.291140 0.480954
1403636668.06356 6.018934 -8.128208 -0.899264 0.400766 -0.723019 0.288841 0.482908
1403636668.11356 6.028996 -8.149077 -0.902687 0.401457 -0.722246 0.286347 0.484973
1403636668.16356 6.038517 -8.170290 -0.907791 0.402277 -0.721706 0.283348 0.486855
1403636668.21356 6.047831 -8.191779 -0.914740 0.403274 -0.722209 0.279971 0.487239
1403636668.26356 6.056801 -8.213520 -0.922793 0.404103 -0.722528 0.276852 0.487859
1403636668.31356 6.066119 -8.235724 -0.931679 0.404052 -0.723000 0.274235 0.488680
1403636668.36356 6.076059 -8.259400 -0.941131 0.403485 -0.723331 0.273017 0.489341
1403636668.41356 6.085435 -8.282950 -0.951643 0.402613 -0.723059 0.272305 0.490854
1403636668.46356 6.094734 -8.307282 -0.963052 0.401373 -0.722429 0.271998 0.492964
1403636668.51356 6.104023 -8.332229 -0.974924 0.400618 -0.722212 0.271332 0.494262
1403636668.56356 6.113832 -8.357454 -0.987180 0.399584 -0.722666 0.270949 0.494644
1403636668.61356 6.123827 -8.383144 -0.999413 0.399075 -0.722836 0.270196 0.495218
1403636668.66356 6.133908 -8.409406 -1.011800 0.398609 -0.723210 0.268910 0.495748
1403636668.71356 6.144037 -8.436560 -1.024051 0.399739 -0.722115 0.265880 0.498063
1403636668.76356 6.154307 -8.464263 -1.036350 0.401446 -0.719679 0.262418 0.502036
1403636668.81356 6.165254 -8.492726 -1.047996 0.402284 -0.716998 0.259803 0.506541
1403636668.86356 6.177243 -8.520621 -1.058386 0.404565 -0.713682 0.256471 0.511085
1403636668.91356 6.191064 -8.550151 -1.066598 0.405605 -0.710246 0.254418 0.516049
1403636668.96356 6.206521 -8.580487 -1.073094 0.403638 -0.709368 0.257084 0.517476
1403636669.01356 6.224228 -8.610067 -1.077416 0.400229 -0.709905 0.262075 0.516884
1403636669.11356 6.263472 -8.668730 -1.080738 0.393385 -0.711100 0.271242 0.515765
