[rosmaster.main][INFO] 2026-07-22 16:37:35,052: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2026-07-22 16:37:35,052: Starting ROS Master Node
[rosmaster.master][INFO] 2026-07-22 16:37:52,278: -PUB [/cp0_vio/loop_depth/compressedDepth] /cp0_vio http://127.0.0.1:38569/
[rosmaster.master][INFO] 2026-07-22 16:37:52,278: -PUB [/cp0_vio/loop_depth/compressedDepth/parameter_descriptions] /cp0_vio http://127.0.0.1:38569/
[rosmaster.master][INFO] 2026-07-22 16:37:52,278: -PUB [/cp0_vio/loop_depth/compressedDepth/parameter_updates] /cp0_vio http://127.0.0.1:38569/
[rosmaster.master][INFO] 2026-07-22 16:37:52,278: -PUB [/cp0_vio/loop_depth/compressed] /cp0_vio http://127.0.0.1:38569/
[rosmaster.master][INFO] 2026-07-22 16:37:52,278: -PUB [/cp0_vio/loop_depth/compressed/parameter_descriptions] /cp0_vio http://127.0.0.1:38569/
[rosmaster.master][INFO] 2026-07-22 16:37:52,278: -PUB [/cp0_vio/loop_depth/compressed/parameter_updates] /cp0_vio http://127.0.0.1:38569/
[rosmaster.master][INFO] 2026-07-22 16:37:52,278: -PUB [/cp0_vio/loop_depth] /cp0_vio http://127.0.0.1:38569/
[rosmaster.master][INFO] 2026-07-22 16:37:52,279: -PUB [/cp0_vio/loop_depth/theora] /cp0_vio http://127.0.0.1:38569/
[rosmaster.master][INFO] 2026-07-22 16:37:52,279: -PUB [/cp0_vio/loop_depth/theora/parameter_descriptions] /cp0_vio http://127.0.0.1:38569/
[rosmaster.master][INFO] 2026-07-22 16:37:52,279: -PUB [/cp0_vio/loop_depth/theora/parameter_updates] /cp0_vio http://127.0.0.1:38569/
[rosmaster.master][INFO] 2026-07-22 16:37:52,279: -PUB [/cp0_vio/loop_depth_colored/compressedDepth] /cp0_vio http://127.0.0.1:38569/
[rosmaster.master][INFO] 2026-07-22 16:37:52,279: -PUB [/cp0_vio/loop_depth_colored/compressedDepth/parameter_descriptions] /cp0_vio http://127.0.0.1:38569/
[rosmaster.master][INFO] 2026-07-22 16:37:52,279: -PUB [/cp0_vio/loop_depth_colored/compressedDepth/parameter_updates] /cp0_vio http://127.0.0.1:38569/
[rosmaster.master][INFO] 2026-07-22 16:37:52,279: -PUB [/cp0_vio/loop_depth_colored/compressed] /cp0_vio http://127.0.0.1:38569/
[rosmaster.master][INFO] 2026-07-22 16:37:52,280: -PUB [/cp0_vio/loop_depth_colored/compressed/parameter_descriptions] /cp0_vio http://127.0.0.1:38569/
[rosmaster.master][INFO] 2026-07-22 16:37:52,280: -PUB [/cp0_vio/loop_depth_colored/compressed/parameter_updates] /cp0_vio http://127.0.0.1:38569/
[rosmaster.master][INFO] 2026-07-22 16:37:52,280: -PUB [/cp0_vio/loop_depth_colored] /cp0_vio http://127.0.0.1:38569/
[rosmaster.master][INFO] 2026-07-22 16:37:52,280: -PUB [/cp0_vio/loop_depth_colored/theora] /cp0_vio http://127.0.0.1:38569/
[rosmaster.master][INFO] 2026-07-22 16:37:52,280: -PUB [/cp0_vio/loop_depth_colored/theora/parameter_descriptions] /cp0_vio http://127.0.0.1:38569/
[rosmaster.master][INFO] 2026-07-22 16:37:52,280: -PUB [/cp0_vio/loop_depth_colored/theora/parameter_updates] /cp0_vio http://127.0.0.1:38569/
[rosmaster.master][INFO] 2026-07-22 16:37:52,280: -SERVICE [/cp0_vio/get_loggers] /cp0_vio rosrpc://127.0.0.1:35141
[rosmaster.master][INFO] 2026-07-22 16:37:52,281: -SERVICE [/cp0_vio/set_logger_level] /cp0_vio rosrpc://127.0.0.1:35141
[rosmaster.master][INFO] 2026-07-22 16:37:52,281: -SERVICE [/cp0_vio/trackhist/compressedDepth/set_parameters] /cp0_vio rosrpc://127.0.0.1:35141
[rosmaster.master][INFO] 2026-07-22 16:37:52,281: -SERVICE [/cp0_vio/trackhist/compressed/set_parameters] /cp0_vio rosrpc://127.0.0.1:35141
[rosmaster.master][INFO] 2026-07-22 16:37:52,281: -SERVICE [/cp0_vio/trackhist/theora/set_parameters] /cp0_vio rosrpc://127.0.0.1:35141
[rosmaster.master][INFO] 2026-07-22 16:37:52,281: -SERVICE [/cp0_vio/loop_depth/compressedDepth/set_parameters] /cp0_vio rosrpc://127.0.0.1:35141
[rosmaster.master][INFO] 2026-07-22 16:37:52,281: -SERVICE [/cp0_vio/loop_depth/compressed/set_parameters] /cp0_vio rosrpc://127.0.0.1:35141
[rosmaster.master][INFO] 2026-07-22 16:37:52,282: -SERVICE [/cp0_vio/loop_depth/theora/set_parameters] /cp0_vio rosrpc://127.0.0.1:35141
[rosmaster.master][INFO] 2026-07-22 16:37:52,282: -SERVICE [/cp0_vio/loop_depth_colored/compressedDepth/set_parameters] /cp0_vio rosrpc://127.0.0.1:35141
[rosmaster.master][INFO] 2026-07-22 16:37:52,282: -SERVICE [/cp0_vio/loop_depth_colored/compressed/set_parameters] /cp0_vio rosrpc://127.0.0.1:35141
[rosmaster.master][INFO] 2026-07-22 16:37:52,282: -SERVICE [/cp0_vio/loop_depth_colored/theora/set_parameters] /cp0_vio rosrpc://127.0.0.1:35141
[rosmaster.master][INFO] 2026-07-22 16:37:52,373: publisherUpdate[/rosout] -> http://127.0.0.1:45923/ []
[rosmaster.master][INFO] 2026-07-22 16:37:52,374: publisherUpdate[/rosout] -> http://127.0.0.1:45923/ []: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2026-07-22 16:37:52,574: -PUB [/rosout_agg] /rosout http://127.0.0.1:45923/
[rosmaster.master][INFO] 2026-07-22 16:37:52,575: -SUB [/rosout] /rosout http://127.0.0.1:45923/
[rosmaster.master][INFO] 2026-07-22 16:37:52,575: -SERVICE [/rosout/get_loggers] /rosout rosrpc://127.0.0.1:35667
[rosmaster.master][INFO] 2026-07-22 16:37:52,575: -SERVICE [/rosout/set_logger_level] /rosout rosrpc://127.0.0.1:35667
[rosmaster.main][INFO] 2026-07-22 16:37:52,599: keyboard interrupt, will exit
[rosmaster.main][INFO] 2026-07-22 16:37:52,599: stopping master...
[rospy.core][INFO] 2026-07-22 16:37:52,599: signal_shutdown [atexit]
